日期,水解液位,水解温度,水解温度_change,水解pH,水解pH_change,水解TS,水解VS,水解VS/TS,水解总流量,水解总流量_change,发酵液位,发酵液位_change,发酵温度,发酵温度_change,进料量,发酵TS,发酵VS,发酵OLR,发酵OLR_change,发酵VFA,发酵VFA_change,发酵碱度,发酵碱度_change,发酵酸碱比,发酵pH,发酵pH_change,发酵总流量,发酵总流量_change,螺杆泵出料口压力,螺杆泵出料口压力_change,压力,压力_change,产气量,产气量_change,产气量_提升,单位VS产甲烷量_change
2019.12.18,6.036366,40.33565,56.89498726744186,4.24,5.240000000000011,0.0808,0.8629,0.093637733,1239.571,25600.2339952381,15.94993,16.057100277777735,36.95023,37.68354432835838,46.36363636,0.017,0.4669,0.808145073,3.247108106965666,2256.0,6538.601226993862,6680.0,9807.652173913037,0.337724551,7.372685,7.668116168141574,1213.12,4368.608961434599,0.152488,0.1925069999999999,1.163195,1.682682830985913,4283.76,13435.925,9152.1648046875,2267.132011627789
2019.12.19,5.3425,39.12037,56.89498726744186,4.24,5.240000000000011,0.0808,0.8629,0.093637733,1239.571,25600.2339952381,15.92128,16.057100277777735,36.76215,37.68354432835838,46.36363636,0.017,0.4669,0.808145073,3.247108106965666,2400.0,6538.601226993862,6840.0,9807.652173913037,0.350877193,7.396991,7.668116168141574,1264.103,4368.608961434599,0.152199,0.1925069999999999,1.160301,1.682682830985913,4561.44,13435.925,8874.484804687501,2267.132011627789
2019.12.20,4.887349,38.04977,45.14595610465117,4.24,3.9545454545454586,0.078306307,0.811,0.096555249,1255.222,16441.244080952383,16.06393,16.00055879629626,36.5596,37.31731865671653,46.36363636,0.018710538,0.424,0.736097081,1.9296397810429191,2424.0,6365.447852760733,7200.0,10132.521739130423,0.336666667,7.421296,7.519056309734499,1315.104,8628.991665991562,0.153067,0.1980071999999999,0.891204,1.6931565563380255,4410.12,8555.976,4145.8555859375,1585.0136769568417
2019.12.21,4.190301,34.60648,45.14595610465117,4.24,3.9545454545454586,0.078306307,0.811,0.096555249,1255.222,16441.244080952383,16.02516,16.00055879629626,36.84896,37.31731865671653,46.36363636,0.018710538,0.424,0.736097081,1.9296397810429191,2640.0,6365.447852760733,7560.0,10132.521739130423,0.349206349,7.413195,7.519056309734499,1357.632,8628.991665991562,0.152488,0.1980071999999999,0.873843,1.6931565563380255,4903.08,8555.976,3652.8955859375,1585.0136769568417
2019.12.22,4.591343,39.78588,45.14595610465117,4.24,3.9545454545454586,0.078306307,0.811,0.096555249,1312.007,16441.244080952383,15.93488,16.00055879629626,36.8779,37.31731865671653,46.36363636,0.018710538,0.424,0.736097081,1.9296397810429191,2640.0,6365.447852760733,7560.0,10132.521739130423,0.349206349,7.502315,7.519056309734499,1408.632,8628.991665991562,0.152199,0.1980071999999999,0.850695,1.6931565563380255,4594.2,8555.976,3961.7755859375,1585.0136769568417
2019.12.23,6.230521,40.07523,57.54771122093024,4.33,3.9912727272727313,0.053523943,0.825924542,0.064804882,1343.569,27596.42410476191,15.56943,16.085371018518472,36.70428,37.17998402985084,46.36363636,0.020939871,0.612847222,0.512396281,2.3608112331630906,2688.0,5759.411042944783,7520.0,10944.695652173905,0.357446809,7.441551,7.093171,1460.014,1960.566563206751,0.149016,0.1485053999999999,1.206597,1.6407879295774626,3843.84,11857.378,8013.5379296875,3155.5950486063425
2019.12.25,6.106389,41.98495,57.87407319767442,3.9,4.064727272727277,0.0513,0.8623,0.059492056,1412.654,27244.15526190477,15.92389,16.223190879629573,36.9647,37.36309686567176,50.72727273,0.0148,0.5193,0.560992782,1.0193889376781118,2808.0,6495.31288343558,7960.0,10619.826086956513,0.352763819,7.449653,7.391290716814149,1565.325,1528.3538250632912,0.151042,0.1870067999999999,0.844907,1.6722091056338004,3880.6404,11076.082,7195.44163125,2692.3248749173895
2019.12.26,6.609282,44.41551,57.05816825581396,3.88,3.9912727272727313,0.0646,0.8582,0.075273829,1479.182,25717.65694285715,15.98147,16.240860092592534,36.89236,37.981102686567375,50.72727273,0.0151,0.5835,0.703076449,1.9535937506051508,2876.0,6711.754601226991,8040.0,4284.869565217391,0.357711443,7.417245,7.455173513274325,1621.221,3998.1409001687766,0.152199,0.1540056,0.905671,1.5255769507042234,4046.8896,13490.687,9443.7969234375,2616.556241725381
2019.12.27,6.135035,43.69213,57.05816825581396,3.88,3.9912727272727313,0.0646,0.8582,0.075273829,1495.373,25717.65694285715,16.14235,16.240860092592534,36.80556,37.981102686567375,50.72727273,0.0151,0.5835,0.703076449,1.9535937506051508,2760.0,6711.754601226991,8720.0,4284.869565217391,0.316513761,7.518518,7.455173513274325,1677.044,3998.1409001687766,0.154803,0.1540056,2.248264,1.5255769507042234,4162.6884,13490.687,9327.9981234375,2616.556241725381
2020.01.05,9.26,44.76,57.05816825581396,3.77,3.9545454545454586,0.074,0.8936,0.082811101,1911.157,19963.932509523816,15.98581,16.191386296296244,37.38426,37.5690988059703,49.45454545,0.0148,0.6845,0.817562764,3.5824636808369106,2472.0,6581.8895705521445,8760.0,9807.652173913037,0.282191781,7.461805,7.611331460176975,1878.944,6467.927975274261,0.153356,0.0385014,1.209491,1.6512616549295749,3999.0,12969.24,8970.240234375,2163.1767468584385
2020.01.06,9.26,45.11,56.89498726744186,3.77,3.9912727272727313,0.074,0.8936,0.082811101,1940.341,27244.15526190477,16.02024,16.103040231481437,37.34085,37.31731865671653,51.27272727,0.018,0.59,0.847620218,2.288949324476395,2832.0,7187.926380368095,8960.0,8995.478260869559,0.316071429,7.449653,7.568742929203524,1933.924,5480.013145232068,0.152488,0.0550019999999999,0.865162,1.745525183098589,4177.0,14798.022,10621.0224609375,2380.6795904421074
2020.01.07,9.4,45.83,57.05816825581396,3.76,3.9545454545454586,0.0786,0.8982,0.08750835,1988.52,19963.932509523816,16.05497,16.191386296296244,37.35532,37.5690988059703,52.36363636,0.0162,0.6125,0.924198807,3.5824636808369106,2832.0,6581.8895705521445,8600.0,9807.652173913037,0.329302326,7.421296,7.611331460176975,1990.391,6467.927975274261,0.153646,0.0385014,1.270255,1.6512616549295749,4282.0,12746.232,8464.232421875,1880.680422248959
2020.01.08,9.4,45.6,58.03725418604652,3.72,3.734181818181821,0.0774,0.8982,0.086172345,2032.766,26422.19462857144,16.04397,16.31153694444438,37.34085,37.15709492537323,51.0,0.0175,0.5053,0.88638867,3.127338259154507,3048.0,6495.31288343558,8800.0,12244.173913043467,0.346363636,7.478009,7.16415188495575,2048.021,12951.11904742616,0.153935,0.1540056,1.206597,1.5151032253521106,4384.0,12607.947,8223.947265625,1939.6294136088072
2020.01.09,9.4,45.31,58.03725418604652,3.72,3.734181818181821,0.0774,0.8982,0.086172345,2068.799,26422.19462857144,16.02487,16.31153694444438,37.32639,37.15709492537323,60.0,0.0175,0.5053,1.0428102,3.127338259154507,3152.0,6495.31288343558,8560.0,12244.173913043467,0.368224299,7.530671,7.16415188495575,2104.832,12951.11904742616,0.152488,0.1540056,0.760995,1.5151032253521106,4350.0,12542.498,8192.498046875,1640.1264992955396
2020.01.10,8.72,44.53,57.05816825581396,3.37,3.9545454545454586,0.0813,0.908,0.089537445,2109.016,19963.932509523816,16.04108,16.191386296296244,37.28299,37.5690988059703,60.0,0.0164,0.6779,1.107306,3.5824636808369106,2352.0,6581.8895705521445,9000.0,9807.652173913037,0.261333333,7.514468,7.611331460176975,2171.541,6467.927975274261,0.153356,0.0385014,1.119792,1.6512616549295749,4470.0,13508.876,9038.8759765625,1663.604686824989
2020.01.11,8.62,44.45,57.54771122093024,3.74,3.697454545454548,0.0683,0.883,0.077349943,2137.466,27831.270000000008,16.11139,16.117175601851805,37.21065,37.31731865671653,60.0,0.0121,0.6543,0.9046335,3.151292228716739,2448.0,6192.294478527605,8720.0,11269.565217391291,0.280733945,7.57118,7.618429548672549,2237.854,4121.6302539240505,0.153356,0.0935033999999999,1.111111,1.6931565563380255,4430.0,12428.288,7998.2880859375,1873.4289158795193
2020.01.13,8.66,44.3,57.05816825581396,3.74,3.9545454545454586,0.083,0.9058,0.091631707,2277.215,19963.932509523816,16.17158,16.191386296296244,37.10938,37.5690988059703,60.0,0.0107,0.7279,1.127721,3.5824636808369106,2112.0,6581.8895705521445,8720.0,9807.652173913037,0.242201835,7.538773,7.611331460176975,2370.149,6467.927975274261,0.153935,0.0385014,0.798611,1.6512616549295749,4640.0,12795.661,8155.6611328125,1547.2469535879518
2020.01.14,8.72,44.55,58.5267971511628,3.74,4.10145454545455,0.0894,0.8996,0.099377501,2306.648,27831.270000000008,16.12354,16.060634120370327,37.32639,37.15709492537323,60.0,0.0168,0.5825,1.2063636,2.3608112331630906,2616.0,6668.466257668709,9440.0,11107.1304347826,0.277118644,7.542824,7.369996451327425,2425.299,2578.0133319831225,0.153356,0.1980071999999999,1.163195,1.6722091056338004,4682.0,14350.476,9668.4755859375,1622.1336870956839
2020.03.20,3.334109,33.68056,58.03725418604652,3.76,3.734181818181821,0.0617,0.9067,0.068048969,3556.619,26422.19462857144,16.00722,16.31153694444438,37.39873,37.15709492537323,27.17363636,0.0164,0.4962,0.380046334,3.127338259154507,2664.0,6495.31288343558,5960.0,12244.173913043467,0.446979866,7.372685,7.16415188495575,4065.401,12951.11904742616,0.153646,0.1540056,1.284722,1.5151032253521106,2961.3,11949.208,8987.9080078125,4287.470524479806
2020.03.21,3.216342,36.08218,58.03725418604652,3.76,3.734181818181821,0.0617,0.9067,0.068048969,3574.125,26422.19462857144,16.1001,16.31153694444438,37.38426,37.15709492537323,30.00727273,0.0164,0.4962,0.41967714,3.127338259154507,2664.0,6495.31288343558,5960.0,12244.173913043467,0.446979866,7.421296,7.16415188495575,4095.292,12951.11904742616,0.155093,0.1540056,1.281829,1.5151032253521106,3152.2,11931.185,8778.9845703125,3876.74132786657
2020.03.22,3.222708,40.97222,55.752720348837215,3.83,4.285090909090915,0.0674,0.8616,0.078226555,3606.008,27479.001157142862,16.19125,16.18785245370365,37.39873,37.08842761194038,30.14090909,0.0174,0.4373,0.437584513,1.857777872356224,3628.0,7317.791411042942,8880.0,4447.304347826086,0.408558559,7.368634,7.717802787610599,4128.3,13506.821139324897,0.156539,0.0935033999999999,1.238426,1.766472633802814,3078.0,14576.511,11498.5107421875,4542.450551541794
2020.03.23,3.814722,36.08218,55.752720348837215,3.83,4.285090909090915,0.0674,0.8616,0.078226555,3675.129,27479.001157142862,16.1464,16.18785245370365,37.38426,37.08842761194038,31.93,0.0174,0.4373,0.463558463,1.857777872356224,3628.0,7317.791411042942,8880.0,4447.304347826086,0.408558559,7.417245,7.717802787610599,4161.455,13506.821139324897,0.155961,0.0935033999999999,1.223958,1.766472633802814,3324.2,14559.544,11235.3439453125,4282.9384328068345
2020.03.24,3.350023,32.58102,57.87407319767442,4.0,4.064727272727277,0.0559,0.8612,0.064909429,3675.129,27244.15526190477,16.15913,16.223190879629573,37.35532,37.36309686567176,35.27636364,0.0162,0.4969,0.424560561,1.0193889376781118,4176.0,6495.31288343558,8480.0,10619.826086956513,0.49245283,7.388889,7.391290716814149,4196.578,1528.3538250632912,0.155093,0.1870067999999999,1.212384,1.6722091056338004,3231.1,11289.215,8058.11484375,3625.9571168489406
2020.03.25,4.734571,34.34607,58.03725418604652,4.0,3.734181818181821,0.0664,0.8835,0.075155631,3800.687,26422.19462857144,16.17447,16.31153694444438,37.35532,37.15709492537323,35.28090909,0.0166,0.4747,0.517433341,3.127338259154507,4032.0,6495.31288343558,8440.0,12244.173913043467,0.477725118,7.376736,7.16415188495575,4235.382,12951.11904742616,0.155961,0.1540056,1.232639,1.5151032253521106,3653.0,11662.017,8009.0166015625,3073.3910355458406
2020.03.26,5.068773,50.52083,55.752720348837215,3.98,4.285090909090915,0.0853,0.8847,0.096416864,3859.113,27479.001157142862,16.16376,16.18785245370365,37.42766,37.08842761194038,30.38727273,0.0181,0.4514,0.5732932,1.857777872356224,4200.0,7317.791411042942,8920.0,4447.304347826086,0.470852018,7.30787,7.717802787610599,4274.191,13506.821139324897,0.15625,0.0935033999999999,1.223958,1.766472633802814,3357.1,15505.869,12148.769140625,3688.2291633898294
2020.03.27,5.899503,50.9838,58.03725418604652,4.02,3.734181818181821,0.0745,0.8952,0.083221626,3947.341,26422.19462857144,16.05844,16.31153694444438,37.41319,37.15709492537323,44.01454545,0.0167,0.5132,0.733858918,3.127338259154507,3960.0,6495.31288343558,8960.0,12244.173913043467,0.441964286,7.368634,7.16415188495575,4307.617,12951.11904742616,0.154514,0.1540056,1.235532,1.5151032253521106,4140.7,12426.155,8285.4552734375,2308.993838104345
2020.03.28,6.036366,50.63657,58.03725418604652,4.02,3.734181818181821,0.0745,0.8952,0.083221626,4009.465,26422.19462857144,16.08101,16.31153694444438,37.41319,37.15709492537323,44.08272727,0.0167,0.5132,0.73499572,3.127338259154507,3960.0,6495.31288343558,8960.0,12244.173913043467,0.441964286,7.421296,7.16415188495575,4356.033,12951.11904742616,0.153935,0.1540056,0.894097,1.5151032253521106,4198.1,12425.679,8227.5787109375,2305.3341497075817
2020.03.29,5.94088,49.68171,58.03725418604652,4.02,3.734181818181821,0.0745,0.8952,0.083221626,4048.704,26422.19462857144,16.00722,16.31153694444438,37.34085,37.15709492537323,44.00636364,0.0167,0.5132,0.733722502,3.127338259154507,3960.0,6495.31288343558,8960.0,12244.173913043467,0.441964286,7.433449,7.16415188495575,4404.524,12951.11904742616,0.153646,0.1540056,1.168982,1.5151032253521106,4103.6,12426.213,8322.612890625,2309.4338422021588
2020.03.30,6.35147,50.11574,58.03725418604652,4.01,3.734181818181821,0.0704,0.8952,0.078641644,4121.122,26422.19462857144,16.15508,16.31153694444438,37.34085,37.15709492537323,46.50090909,0.0161,0.5132,0.732646003,3.127338259154507,4236.0,6495.31288343558,8780.0,12244.173913043467,0.482460137,7.457755,7.16415188495575,4452.931,12951.11904742616,0.154803,0.1540056,1.137153,1.5151032253521106,4235.5,12125.055,7889.5546875,2256.774132536179
2020.03.31,6.612465,49.73958,58.03725418604652,4.01,3.734181818181821,0.0704,0.8952,0.078641644,4189.199,26422.19462857144,16.22047,16.31153694444438,37.35532,37.15709492537323,49.48727273,0.0161,0.5132,0.779697715,3.127338259154507,4152.0,6495.31288343558,8720.0,12244.173913043467,0.476146789,7.409143,7.16415188495575,4504.082,12951.11904742616,0.155961,0.1540056,0.88831,1.5151032253521106,4587.4,12107.022,7519.6224609375,2117.43291795486
2020.04.01,6.399213,49.04514,56.89498726744186,3.99,5.240000000000011,0.0766,0.8449,0.090661617,4231.719,25600.2339952381,16.13743,16.057100277777735,37.39873,37.68354432835838,52.07272727,0.017180555,0.523613963,0.842528135,3.247108106965666,3672.0,6538.601226993862,9120.0,9807.652173913037,0.402631579,7.396991,7.668116168141574,4558.518,4368.608961434599,0.155961,0.1925069999999999,1.197917,1.682682830985913,4799.4,13493.295,8693.894921875,2183.8971129131774
2020.04.02,6.44059,49.21875,58.03725418604652,3.88,3.734181818181821,0.076958314,0.898809524,0.085622495,4293.429,26422.19462857144,16.19096,16.31153694444438,37.4566,37.15709492537323,56.55272727,0.015898525,0.476534296,0.977950277,3.127338259154507,3360.0,6495.31288343558,8920.0,12244.173913043467,0.376681614,7.39294,7.16415188495575,4615.798,12951.11904742616,0.155961,0.1540056,0.894097,1.5151032253521106,4994.5,11886.193,6891.693359375,1657.3895341730354
2020.04.03,5.858125,48.46643,56.40544430232559,3.88,3.9912727272727313,0.077428978,0.916374781,0.084494881,4313.05,24895.696309523817,16.18807,16.148980185185135,37.47107,37.31731865671653,56.94909091,0.014436109,0.624454148,1.010190922,1.857777872356224,4488.0,7187.926380368095,8920.0,11269.565217391291,0.503139013,7.376736,7.47646777876105,4678.006,9369.927788523206,0.15625,0.1540056,1.212384,1.7036302816901383,4918.9,13829.392,8910.4916015625,1866.8017027683395
2020.04.04,6.516979,48.9294,58.200435174418615,3.71,3.8810909090909127,0.073340331,0.898926655,0.081586557,4418.261,25013.119257142866,16.16926,16.08183717592588,37.47107,37.91243537313453,61.27454545,0.016867932,0.59469697,1.009920595,3.079430320030044,4488.0,7014.773006134967,8920.0,4772.173913043477,0.503139013,7.360532,7.433879247787599,4740.65,4986.05573021097,0.155961,0.1650059999999999,0.99537,1.6722091056338004,5193.8,15481.785,10287.98515625,2090.414356405822
2020.04.05,6.068194,49.04514,52.48910058139536,3.77,4.10145454545455,0.086661067,0.894273128,0.096906711,4460.359,22664.66030476191,16.22134,16.095972546296252,37.5434,37.202873134328456,61.11454545,0.015075969,0.544270833,1.184073903,1.9775477201673823,3816.0,6711.754601226991,9360.0,8345.739130434777,0.407692308,7.401042,7.64682190265485,4808.052,478.69431814346,0.155961,0.2145077999999999,1.226852,1.7769463591549268,5444.7,12512.521,7067.821484375,1441.0020634061514
2020.04.06,6.182777,49.07407,56.89498726744186,3.98,3.9912727272727313,0.08829782,0.89193729,0.098995547,4529.689,27244.15526190477,16.30381,16.103040231481437,37.5434,37.31731865671653,63.13363636,0.01830088,0.561611374,1.24304003,2.288949324476395,4248.0,7187.926380368095,9040.0,8995.478260869559,0.469911504,7.328125,7.568742929203524,4875.278,5480.013145232068,0.15625,0.0550019999999999,0.923032,1.745525183098589,5585.1,14932.477,9347.3765625,1638.1184431488716
2020.04.07,6.036366,49.0162,52.48910058139536,3.95,4.10145454545455,0.085982613,0.899630996,0.095575423,4588.517,22664.66030476191,16.2931,16.095972546296252,37.55787,37.202873134328456,65.90727273,0.017901698,0.50473613,1.27452512,1.9775477201673823,4584.0,6711.754601226991,9160.0,8345.739130434777,0.500436681,7.35243,7.64682190265485,4944.725,478.69431814346,0.156829,0.2145077999999999,1.261574,1.7769463591549268,6405.2,12713.149,6307.9494140625,1360.2017406212537
2020.04.08,5.546204,48.06134,58.03725418604652,3.89,3.734181818181821,0.077028167,0.884194053,0.087116812,4634.817,26422.19462857144,16.30583,16.31153694444438,37.55787,37.15709492537323,57.16636364,0.019256627,0.511221945,0.973369494,3.127338259154507,3840.0,6495.31288343558,9360.0,12244.173913043467,0.41025641,7.295718,7.16415188495575,5017.223,12951.11904742616,0.156539,0.1540056,0.960648,1.5151032253521106,6308.5,12880.828,6572.328125,1804.5321753921764
2020.04.09,5.781736,48.00347,52.652281569767446,3.91,4.064727272727277,0.055795723,0.882747934,0.063206858,4721.97,26891.886419047627,16.25693,16.092438703703657,37.61574,37.202873134328456,51.87727273,0.017834395,0.631578947,0.638785082,2.025455659291846,3528.0,6538.601226993862,9320.0,7533.5652173912995,0.378540773,7.340278,7.142857619469025,5080.106,1837.0772094514768,0.156829,0.0,0.98669,1.8712098873239404,6246.1,13219.482,6973.382421875,2822.0081333718113
2020.04.10,5.603496,47.80093,56.89498726744186,3.86,3.9912727272727313,0.068146296,0.850458716,0.08012887,4779.469,27244.15526190477,16.09547,16.103040231481437,37.67361,37.31731865671653,72.15818182,0.015985938,0.579924361,1.045492881,2.288949324476395,4016.0,7187.926380368095,9120.0,8995.478260869559,0.440350877,7.34838,7.568742929203524,5137.171,5480.013145232068,0.155093,0.0550019999999999,0.980903,1.745525183098589,7135.2,13447.7295,6312.5294921875,1753.9873476626474
2020.04.11,5.173808,47.91667,52.48910058139536,3.89,4.10145454545455,0.086,0.8996,0.095598044,4833.833,22664.66030476191,16.14929,16.095972546296252,37.78935,37.202873134328456,76.07,0.0179,0.5047,1.471300298,1.9775477201673823,3432.0,6711.754601226991,8960.0,8345.739130434777,0.383035714,7.328125,7.64682190265485,5216.545,478.69431814346,0.155961,0.2145077999999999,1.021412,1.7769463591549268,7299.8,12683.86,5384.0603515625,1175.5705636835355
2020.04.12,4.530868,46.93287,57.71089220930233,3.89,4.028000000000004,0.086,0.8996,0.095598044,4873.198,27244.15526190477,16.21324,16.184318611111056,37.78935,37.36309686567176,79.07818182,0.0179,0.5047,1.529482746,2.073363598416309,3360.0,6408.736196319016,9200.0,9157.913043478253,0.365217391,7.449653,7.781685584070774,5300.222,725.6730256540085,0.15625,0.1540056,0.960648,1.6931565563380255,7145.0,13515.518,6370.517578125,1204.998964052706
2020.04.13,4.425833,40.79861,52.48910058139536,3.89,4.10145454545455,0.086,0.8996,0.095598044,4944.903,22664.66030476191,16.13396,16.095972546296252,37.83276,37.202873134328456,68.98454545,0.0179,0.5047,1.334257687,1.9775477201673823,3696.0,6711.754601226991,9200.0,8345.739130434777,0.40173913,7.376736,7.64682190265485,5387.208,478.69431814346,0.155093,0.2145077999999999,1.34838,1.7769463591549268,7079.5,12703.569,5624.0693359375,1298.3285956290813
2020.04.14,3.983414,36.60301,49.062299825581405,3.89,3.8810909090909127,0.086,0.8996,0.095598044,4985.476,25952.502838095246,16.26533,16.053566435185143,37.63021,37.34020776119415,29.38818182,0.0179,0.5047,0.56840858,1.2349746637381978,4368.0,6192.294478527605,9280.0,7858.43478260869,0.470689655,7.372685,7.526154398230075,5463.091,4800.8216995780585,0.15625,0.1540056,1.365741,1.6617353802816877,4830.1,11713.895,6883.79453125,2810.213129917017
2020.04.17,6.233704,49.21875,52.48910058139536,3.89,4.10145454545455,0.086,0.8996,0.095598044,5172.741,22664.66030476191,16.16116,16.095972546296252,37.09491,37.202873134328456,59.34,0.0179,0.5047,1.147718676,1.9775477201673823,3360.0,6711.754601226991,9200.0,8345.739130434777,0.365217391,7.368634,7.64682190265485,5504.788,478.69431814346,0.153646,0.2145077999999999,1.365741,1.7769463591549268,2005.4,12732.705,10727.305078125,1512.807974206794
2020.04.28,7.179016,48.52431,57.22134924418606,3.87,5.240000000000011,0.106,0.873,0.121420389,6116.438,20785.89314285715,16.31857,16.004092638888853,37.74595,37.15709492537323,37.68636364,0.0217,0.503,0.87185518,5.762274911000002,4968.0,5759.411042944783,9760.0,11107.1304347826,0.509016393,7.396991,7.41968307079645,6350.373,5233.034437721519,0.156539,0.2365085999999999,1.064815,1.7350514577464762,6029.8,15817.383,9787.5828125,2473.9382049488745
2020.04.29,8.213449,48.87153,58.03725418604652,3.87,5.240000000000011,0.106,0.873,0.121420389,6227.665,24308.58157142857,16.2144,16.042964907407367,37.74595,37.2715404477613,79.00363636,0.0173,0.563,1.827709625,2.312903294038627,3696.0,6495.31288343558,9480.0,5909.217391304345,0.389873418,7.396991,7.604233371681399,6391.828,6529.672652151899,0.15625,0.1210043999999999,1.006945,1.7245777323943634,7368.4,16052.088,8683.687890625,1197.630655116067
